1,8148441,,,1,PHP
2,8148465,,8148441,0,
2,8148468,,8148441,0,
2,8148469,,8148441,4,
2,8148508,,8148441,0,
2,8148743,,8148441,1,
1,20789091,,,0,C++
2,20808299,,20789091,0,
2,23133744,,20789091,1,
1,6913845,,,0,PHP
1,13858706,,,1,PHP
2,13858748,,13858706,8,
2,13859792,,13858706,3,
2,13860135,,13858706,0,
1,1655955,,,2,Java
2,1656497,,1655955,2,
1,3406000,,,0,C#
2,3406081,,3406000,0,
2,3408739,,3406000,0,
1,10597987,,,4,Objective-C
1,17829783,,,0,Python
2,17829922,,17829783,0,
2,17830187,,17829783,1,
1,18369014,,,1,Python
2,18369054,,18369014,6,
1,5074359,,,4,Java
2,10902974,,5074359,0,
2,5074409,,5074359,12,
2,5074510,,5074359,5,
1,27072709,,,0,Java
1,12675293,,,0,PHP
1,14051030,,,0,CSS
2,14051109,,14051030,0,
2,14051137,,14051030,0,
2,14051148,,14051030,0,
1,5116753,,,1,C#
1,23753052,,,0,C#
2,23753168,,23753052,1,
1,14972324,,,1,C#
2,14973756,,14972324,0,
1,11690408,,,0,C#
1,9461621,,,18,JavaScript
2,9462382,,9461621,15,
2,27794789,,9461621,1,
2,14994860,,9461621,20,
2,28608086,,9461621,0,
1,7641264,,,1,CSS
2,7643702,,7641264,-1,
1,10726720,,,1,PHP
2,10726787,,10726720,2,
2,10726803,,10726720,4,
2,10726953,,10726720,3,
1,16115928,,,0,C++
2,16116065,,16115928,0,
1,27368433,,,0,C++
1,19787662,,,1,Groovy
2,19787875,,19787662,3,
1,22515871,,,2,Ruby
2,22516457,,22515871,0,
1,3344477,,,6,C#
2,3344577,,3344477,0,
2,3344589,,3344477,3,
2,3345113,,3344477,2,
1,25505165,,,0,Java
1,7082904,,,1,C#
2,7084074,,7082904,0,
1,13413052,,,1,JavaScript
2,13413125,,13413052,0,
1,15046772,,,0,Objective-C
1,9647741,,,7,C#
2,9648361,,9647741,0,
1,2496080,,,8,C#
1,16413720,,,-2,C#
1,10177666,,,26,Scala
1,26793012,,,1,JavaScript
1,14785687,,,0,Java
1,19245329,,,1,Python
1,8772977,,,0,Java
2,8773065,,8772977,0,
1,3786512,,,1,C#
2,3786591,,3786512,3,
2,3787374,,3786512,3,
1,2614473,,,37,Java
2,2614484,,2614473,56,
2,2614487,,2614473,16,
2,2614499,,2614473,0,
2,2614509,,2614473,0,
1,18848273,,,-3,C++
1,5981694,,,1,C++
2,5981837,,5981694,0,
2,5982043,,5981694,0,
1,3552828,,,3,CSS
2,3556149,,3552828,0,
1,22914995,,,1,JavaScript
1,20697065,,,2,JavaScript
1,13095614,,,0,Java
2,13131011,,13095614,1,
1,241960,,,3,Groovy
2,242041,,241960,5,
1,20372906,,,0,PHP
2,20373221,,20372906,0,
2,20373607,,20372906,0,
1,5013870,,,0,Java
1,18952190,,,0,Java
1,27974874,,,0,CSS
1,20681555,,,0,C#
1,14551486,,,0,PHP
2,14552096,,14551486,0,
1,19403531,,,0,JavaScript
1,22088829,,,2,C#
1,6178154,,,3,Python
2,6179391,,6178154,3,
2,21347162,,6178154,0,
2,19074353,,6178154,1,
1,18193234,,,-1,Python
1,4553223,,,1,C++
1,26307549,,,0,Java
2,26307661,,26307549,0,
1,19489353,,,2,JavaScript
1,19175534,,,0,JavaScript
1,15321299,,,0,JavaScript
1,1588228,,,0,C#
2,1588338,,1588228,0,
2,20972187,,1588228,0,
2,20972675,,1588228,0,
1,14171491,,,4,C#
2,14171566,,14171491,2,
2,14171830,,14171491,3,
2,21432857,,14171491,0,
1,15467610,,,6,C++
2,15475692,,15467610,1,
1,20964871,,,1,C#
1,12916732,,,9,C#
2,28746376,,12916732,3,
1,2822824,,,0,C#
2,2931509,,2822824,0,
1,19770084,,,5,C#
1,24491328,,,2,Java
2,28467633,,24491328,0,
2,24521443,,24491328,1,
1,17520100,,,1,JavaScript
1,14310047,,,1,Python
1,18123956,,,4,C#
2,18125104,,18123956,2,
1,9961043,,,6,Java
2,9961201,,9961043,2,
1,678308,,,3,Python
2,1336541,,678308,1,
2,5085766,,678308,0,
1,14467215,,,-3,PHP
2,14467294,,14467215,0,
1,1493617,,,34,Java
2,10490448,,1493617,12,
1,17215587,,,1,JavaScript
2,17215673,,17215587,2,
2,17215705,,17215587,0,
2,17215712,,17215587,0,
2,17215751,,17215587,0,
2,17215977,,17215587,0,
1,4275077,,,2,JavaScript
2,4275164,,4275077,1,
2,4275215,,4275077,1,
2,20980620,,4275077,1,
1,8044007,,,0,PHP
2,8044078,,8044007,-1,
2,8044108,,8044007,1,
2,8044142,,8044007,2,
2,8044297,,8044007,0,
1,22359737,,,0,Python
2,22359816,,22359737,4,
1,14969739,,,6,Python
2,14969798,,14969739,8,
1,18225805,,,1,Python
2,18226025,,18225805,1,
2,18226050,,18225805,1,
1,22424879,,,0,Java
2,22425065,,22424879,0,
1,17164921,,,0,PHP
2,17164967,,17164921,2,
1,1035555,,,0,Perl
1,12892950,,,1,Java
2,12893111,,12892950,2,
2,12893118,,12892950,0,
1,9484886,,,3,Objective-C
2,9484934,,9484886,1,
2,9484960,,9484886,1,
2,9484999,,9484886,3,
2,9485132,,9484886,1,
2,9486075,,9484886,2,
1,21079645,,,1,Ruby
2,21079716,,21079645,0,
2,21079721,,21079645,1,
2,21079790,,21079645,5,
1,8843289,,,0,Java
2,8853696,,8843289,1,
1,6980021,,,0,Java
1,10865276,,,-2,C#
2,10865343,,10865276,1,
1,6344628,,,0,Objective-C
2,6344858,,6344628,0,
1,23161604,,,3,Python
1,6296547,,,1,Java
1,25886711,,,0,Java
1,15400917,,,3,PHP
2,15401657,,15400917,1,
1,4428109,,,22,Java
2,10030334,,4428109,-1,
2,4431636,,4428109,3,
2,19366597,,4428109,-1,
2,25563548,,4428109,0,
2,21996557,,4428109,-1,
2,5234682,,4428109,24,
1,5934130,,,1,C#
2,5934388,,5934130,0,
1,27864753,,,-2,Python
1,14912352,,,0,Java
2,14943609,,14912352,1,
1,22014381,,,0,Java
1,22906206,,,1,C++
2,22906551,,22906206,1,
1,16158839,,,2,Java
2,16191768,,16158839,0,
1,18991999,,,1,PHP
1,22864329,,,1,Python
2,22864469,,22864329,5,
1,11904963,,,-2,Java
1,9440424,,,1,Java
1,26548988,,,0,C#
2,26549589,,26548988,1,
1,26254298,,,0,JavaScript
2,26406793,,26254298,0,
1,1275960,,,1,JavaScript
2,1275977,,1275960,0,
2,1275989,,1275960,1,
2,1275997,,1275960,3,
2,1276252,,1275960,5,
1,17679853,,,0,C#
2,17680340,,17679853,0,
2,17680459,,17679853,1,
1,19467122,,,3,CSS
1,18781063,,,14,Objective-C
2,19248062,,18781063,4,
2,18844856,,18781063,30,
2,18848908,,18781063,3,
2,19896073,,18781063,2,
1,1158084,,,2,C++
2,1158306,,1158084,6,
2,1158324,,1158084,1,
2,1158401,,1158084,2,
1,15741620,,,0,C++
1,27534907,,,2,JavaScript
2,27535044,,27534907,0,
1,10745849,,,1,C++
1,11178061,,,15,Python
2,11178085,,11178061,5,
2,14679742,,11178061,9,
1,25346963,,,3,PHP
1,16705308,,,0,C++
2,16705387,,16705308,1,
1,8356275,,,0,JavaScript
2,8359110,,8356275,1,
1,7173379,,,0,Java
2,7173499,,7173379,3,
1,10291406,,,0,Java
2,10291461,,10291406,1,
2,10291506,,10291406,3,
2,10291569,,10291406,0,
1,12706830,,,0,Java
1,12827291,,,0,PHP
1,23157985,,,0,JavaScript
1,13355665,,,0,PHP
2,13356849,,13355665,0,
1,12463840,,,0,C++
1,10328630,,,2,JavaScript
2,10328889,,10328630,7,
1,14236633,,,0,Python
1,23907118,,,0,Java
2,23907210,,23907118,7,
2,23907218,,23907118,0,
2,23907225,,23907118,0,
2,23907344,,23907118,1,
1,28708497,,,5,C++
1,23284133,,,1,C#
1,12548111,,,0,Ruby
1,28334189,,,1,Haskell
2,28335242,,28334189,1,
1,3269512,,,2,PHP
2,3270413,,3269512,5,
1,27411861,,,0,Python
1,1510678,,,2,Java
2,1510721,,1510678,3,
1,2847640,,,16,Java
2,2848161,,2847640,17,
2,2855695,,2847640,1,
2,2891552,,2847640,0,
2,6654807,,2847640,0,
1,13955385,,,3,Python
1,21367614,,,0,Objective-C
1,485984,,,1,Java
2,486030,,485984,0,
2,486081,,485984,0,
2,487854,,485984,0,
2,488849,,485984,1,
1,23687910,,,0,C#
1,4420871,,,0,C#
1,6375131,,,1,Python
1,1585126,,,0,C#
2,1589788,,1585126,0,
2,2904340,,1585126,2,
2,9042719,,1585126,1,
1,14461011,,,0,Python
2,14462069,,14461011,3,
1,9979655,,,0,C#
2,9979697,,9979655,0,
2,9979698,,9979655,0,
2,9979713,,9979655,9,
1,12586886,,,0,PHP
2,12587042,,12586886,0,
1,11174959,,,0,Java
1,15490875,,,0,Java
2,15490909,,15490875,0,
1,5300805,,,7,C#
2,5302143,,5300805,2,
2,5317317,,5300805,0,
1,23620700,,,0,PHP
1,19258254,,,1,Java
1,582663,,,0,C++
2,590416,,582663,0,
1,12903807,,,2,C#
2,12903855,,12903807,4,
2,12903918,,12903807,0,
1,22858125,,,1,Java
2,22867919,,22858125,1,
1,23306364,,,1,Python
1,18616140,,,1,JavaScript
2,18644106,,18616140,0,
1,20997959,,,0,PHP
1,2955176,,,0,C#
2,2955188,,2955176,0,
2,2955200,,2955176,1,
2,2956421,,2955176,1,
1,12467459,,,0,Ruby
1,28438106,,,-2,C#
2,28441209,,28438106,0,
1,8182563,,,0,JavaScript
2,8182671,,8182563,2,
2,8182784,,8182563,0,
1,12593090,,,0,Objective-C
2,12596716,,12593090,0,
1,7498572,,,2,Java
2,7498622,,7498572,1,
2,7498733,,7498572,5,
1,2979475,,,2,Objective-C
1,12820053,,,0,Java
1,14135818,,,1,JavaScript
2,14137624,,14135818,0,
1,14600084,,,0,Java
2,14600387,,14600084,2,
1,21916668,,,-2,C#
2,21916807,,21916668,3,
2,21918249,,21916668,0,
1,20743078,,,2,C#
2,20743441,,20743078,0,
1,10800651,,,1,Java
1,14413964,,,0,Ruby
1,776021,,,3,Java
1,28042601,,,0,JavaScript
1,4026400,,,1,PHP
1,19568971,,,0,Java
2,19569671,,19568971,2,
1,4191840,,,9,Objective-C
2,13060107,,4191840,3,
2,18312089,,4191840,1,
2,25818529,,4191840,3,
2,4207820,,4191840,4,
2,5770780,,4191840,6,
2,9491915,,4191840,0,
2,26422100,,4191840,0,
1,10806338,,,1,JavaScript
1,27800128,,,0,JavaScript
2,27800253,,27800128,0,
2,27800266,,27800128,0,
2,27800345,,27800128,1,
2,27801084,,27800128,0,
1,12569825,,,0,Java
2,12569874,,12569825,0,
1,1663193,,,0,Java
2,1663308,,1663193,1,
2,1663403,,1663193,2,
1,20310866,,,0,C++
1,13801836,,,2,Java
1,26616198,,,0,C#
2,26616248,,26616198,-1,
1,23856969,,,0,C#
2,23870379,,23856969,1,
1,25914112,,,0,Java
1,4927014,,,9,Haskell
2,4927134,,4927014,0,
2,4927549,,4927014,22,
2,4949330,,4927014,2,
1,15504834,,,0,Java
2,15504876,,15504834,5,
1,22974967,,,1,C#
1,14273340,,,0,C#
2,14393522,,14273340,1,
2,14421755,,14273340,3,
1,27524567,,,1,JavaScript
2,27524647,,27524567,0,
1,13747551,,,0,Ruby
1,22484851,,,0,C#
1,6825438,,,0,C#
1,24308310,,,3,Python
1,10741196,,,2,C++
1,680893,,,0,C#
2,680918,,680893,0,
2,680943,,680893,0,
2,1138521,,680893,0,
1,17933700,,,3,Ruby
2,17935422,,17933700,5,
1,20762207,,,-1,JavaScript
2,20762698,,20762207,1,
1,25853106,,,0,Objective-C
1,10433064,,,0,C++
1,10990390,,,0,Java
2,10990438,,10990390,3,
2,10990555,,10990390,-2,
1,13300863,,,3,JavaScript
2,13300913,,13300863,3,
1,13362903,,,0,PHP
2,13363082,,13362903,1,
1,3841831,,,2,Objective-C
1,1096044,,,1,C#
2,1096067,,1096044,0,
2,1096139,,1096044,1,
1,506147,,,17,Perl
2,506224,,506147,3,
1,21879444,,,-2,PHP
2,21879647,,21879444,0,
1,9744420,,,0,C#
2,9745023,,9744420,0,
1,18848790,,,1,PHP
2,18848894,,18848790,0,
2,18848895,,18848790,0,
2,18849018,,18848790,1,
2,18849122,,18848790,0,
2,18849323,,18848790,-3,
1,9955873,,,0,Objective-C
1,6925219,,,-1,PHP
2,6925364,,6925219,0,
1,1272858,,,0,C#
2,1273009,,1272858,0,
1,10929901,,,3,JavaScript
1,22112611,,,-1,PHP
1,16992243,,,1,JavaScript
2,16992327,,16992243,-2,
2,16992983,,16992243,0,
1,27481139,,,0,Java
2,27482334,,27481139,0,
2,27483780,,27481139,0,
1,26971894,,,-6,PHP
1,6744269,,,1,PHP
2,6744382,,6744269,1,
2,6744487,,6744269,0,
1,12989112,,,1,Objective-C
1,18706098,,,8,Python
1,27432541,,,-1,C#
2,27433080,,27432541,0,
2,27452129,,27432541,0,
1,4893926,,,1,Java
1,11785536,,,0,PHP
1,9753726,,,0,C#
2,9753852,,9753726,1,
2,9753864,,9753726,1,
2,9753891,,9753726,1,
1,24806181,,,0,Objective-C
2,24808398,,24806181,0,
1,22520007,,,0,PHP
1,25309222,,,0,JavaScript
1,17649350,,,2,JavaScript
2,17649439,,17649350,4,
2,17649493,,17649350,0,
1,22109509,,,1,Java
1,7458763,,,1,C++
1,26388718,,,1,MATLAB
2,26389686,,26388718,3,
1,4251295,,,10,Java
2,4251343,,4251295,7,
2,4251924,,4251295,1,
2,4253912,,4251295,3,
1,26910371,,,2,C#
2,26930898,,26910371,0,
2,26932590,,26910371,1,
2,26968264,,26910371,1,
1,16581745,,,-5,C#
1,12945684,,,0,C++
1,24637639,,,1,CSS
2,24637915,,24637639,1,
1,6923151,,,0,Objective-C
1,25011430,,,0,JavaScript
2,25011854,,25011430,1,
1,12565689,,,0,PHP
2,12566163,,12565689,0,
2,12566398,,12565689,0,
1,14661607,,,0,JavaScript
1,26396473,,,0,JavaScript
1,12789033,,,0,Java
2,12789088,,12789033,2,
2,12789097,,12789033,1,
1,25502580,,,-5,Objective-C
1,9105925,,,0,JavaScript
2,9105939,,9105925,6,
2,9105944,,9105925,0,
2,9105992,,9105925,-1,
2,9106006,,9105925,0,
1,15855877,,,0,C++
2,15856216,,15855877,1,
2,15878496,,15855877,0,
1,21499966,,,12,C++
2,24970325,,21499966,1,
2,24980804,,21499966,2,
1,22838479,,,0,C#
1,13326196,,,3,PHP
1,15362142,,,-1,PHP
1,11920990,,,10,Java
2,12036137,,11920990,2,
2,12041877,,11920990,10,
1,1653370,,,1,PHP
2,1653394,,1653370,1,
2,1653740,,1653370,0,
2,1654476,,1653370,0,
1,25972016,,,0,JavaScript
1,24982478,,,1,Java
1,21724861,,,0,JavaScript
1,28545642,,,0,Objective-C
1,1214954,,,1,Java
1,9607415,,,2,JavaScript
1,16369258,,,1,Objective-C
2,16373569,,16369258,1,
2,16373761,,16369258,0,
2,23743918,,16369258,1,
1,28038982,,,-1,Python
1,739831,,,1,PHP
2,8915053,,739831,0,
2,739842,,739831,2,
2,740152,,739831,6,
1,5214983,,,2,Scala
2,5216269,,5214983,0,
1,8642693,,,2,PHP
2,8647107,,8642693,1,
2,8647217,,8642693,0,
1,23403043,,,-1,C#
2,23403169,,23403043,0,
1,9954322,,,0,C#
1,26317889,,,0,Python
1,16603459,,,2,C++
2,16604561,,16603459,2,
2,16622133,,16603459,1,
2,16624694,,16603459,0,
1,28060696,,,1,JavaScript
1,19158473,,,1,Java
1,28584417,,,1,JavaScript
1,10334834,,,4,PHP
1,18570127,,,0,JavaScript
2,18570287,,18570127,0,
1,10768597,,,0,JavaScript
1,22901553,,,0,Python
1,10122347,,,3,Java
1,24026545,,,0,Ruby
1,16479379,,,-2,C#
2,16479494,,16479379,3,
1,27133198,,,0,JavaScript
2,27133610,,27133198,1,
1,15443828,,,-1,Python
1,4992673,,,0,PHP
2,4992706,,4992673,-1,
2,4992737,,4992673,0,
2,4992749,,4992673,1,
2,4992807,,4992673,0,
1,25338174,,,1,CSS
2,25348386,,25338174,0,
1,26310651,,,0,Objective-C
1,14117206,,,0,PHP
2,14117318,,14117206,1,
2,14117406,,14117206,0,
1,12846937,,,0,PHP
2,12847030,,12846937,1,
1,25760046,,,4,C#
1,1891190,,,0,C#
2,1891222,,1891190,0,
2,1891223,,1891190,3,
1,1727301,,,8,C#
2,1727373,,1727301,8,
1,18455353,,,3,JavaScript
2,18455390,,18455353,4,
1,11226142,,,0,PHP
2,11226407,,11226142,1,
1,12302536,,,4,Objective-C
1,8056932,,,2,Java
1,10542668,,,-1,C#
1,2179159,,,2,Python
2,2184717,,2179159,1,
2,4628074,,2179159,1,
1,23096979,,,0,JavaScript
2,23128004,,23096979,2,
1,19134174,,,-1,PHP
2,19151758,,19134174,0,
1,4075515,,,1,C++
1,8790038,,,9,Python
2,26975668,,8790038,5,
2,24494752,,8790038,3,
1,27715857,,,0,JavaScript
1,24634537,,,0,JavaScript
1,20557992,,,0,PHP
2,20559770,,20557992,0,
1,4555291,,,1,Objective-C
1,24049293,,,1,C#
2,24049436,,24049293,1,
2,24049493,,24049293,1,
1,7214739,,,11,Objective-C
2,7214778,,7214739,0,
1,25443125,,,0,Java
1,18622861,,,0,PHP
1,27140436,,,2,Java
2,27140513,,27140436,1,
2,27143032,,27140436,-1,
1,9712366,,,3,PHP
2,9712390,,9712366,3,
2,9712607,,9712366,1,
1,13179885,,,1,Java
2,13180054,,13179885,1,
2,13180225,,13179885,1,
1,13166443,,,1,C#
2,13166487,,13166443,9,
2,13166551,,13166443,6,
2,13166556,,13166443,1,
2,13166633,,13166443,3,
2,13167115,,13166443,4,
1,11542029,,,-2,C++
1,3955571,,,8,Python
2,3955630,,3955571,6,
2,3965582,,3955571,0,
1,5239282,,,1,C#
2,5239380,,5239282,0,
2,5239888,,5239282,0,
1,6525578,,,0,Java
2,6525995,,6525578,0,
1,8742991,,,4,Java
1,2819205,,,4,C++
2,2819265,,2819205,5,
1,13963140,,,12,JavaScript
1,4541332,,,29,JavaScript
2,4542019,,4541332,3,
2,6472250,,4541332,18,
2,7839494,,4541332,5,
1,11653184,,,0,C#
2,11653783,,11653184,-3,
1,209389,,,3,C#
2,209394,,209389,0,
2,209395,,209389,15,
2,209397,,209389,1,
2,209399,,209389,1,
2,209402,,209389,1,
2,209411,,209389,0,
2,209480,,209389,3,
2,209482,,209389,1,
2,210363,,209389,1,
1,18211846,,,3,C#
1,25335072,,,0,Python
1,3141296,,,2,Python
2,3141368,,3141296,3,
1,25520675,,,0,Python
1,7214222,,,1,Python
1,1333347,,,30,Ruby
2,1333402,,1333347,9,
2,1333404,,1333347,7,
2,1333419,,1333347,4,
2,1333500,,1333347,24,
2,1334486,,1333347,3,
2,16192619,,1333347,1,
2,27573127,,1333347,0,
1,14432059,,,5,Python
2,27709360,,14432059,0,
1,16651540,,,2,Java
1,18880327,,,0,Python
1,5201541,,,1,JavaScript
2,5201828,,5201541,1,
1,7608176,,,2,Ruby
2,28466946,,7608176,0,
1,18936163,,,0,PHP
1,8249256,,,0,JavaScript
2,8249451,,8249256,3,
1,26682374,,,0,CSS
2,26682491,,26682374,0,
2,26682807,,26682374,1,
1,1385564,,,0,PHP
2,1385654,,1385564,0,
1,16436985,,,0,Python
2,16438188,,16436985,0,
1,2703914,,,1,Ruby
1,6455783,,,5,C++
2,6455851,,6455783,9,
2,6456004,,6455783,1,
2,6456190,,6455783,2,
1,1184451,,,4,C#
2,1184464,,1184451,7,
2,1184465,,1184451,-2,
2,1184466,,1184451,2,
2,1184467,,1184451,1,
2,1184509,,1184451,0,
1,23235018,,,2,C++
2,23238618,,23235018,-1,
2,23241180,,23235018,1,
1,16655159,,,0,CSS
1,17135452,,,3,C++
2,17135508,,17135452,7,
2,17135514,,17135452,1,
2,17135565,,17135452,4,
1,19583447,,,1,Java
2,19584859,,19583447,1,
1,23353928,,,0,JavaScript
1,9749073,,,0,PHP
2,9749137,,9749073,1,
2,9749148,,9749073,0,
1,16762178,,,1,Java
2,16762237,,16762178,0,
2,16762245,,16762178,0,
2,16762285,,16762178,1,
2,16762607,,16762178,0,
1,7135638,,,2,C#
2,7135671,,7135638,1,
1,21340213,,,1,Scala
1,21564591,,,2,JavaScript
1,1043310,,,1,JavaScript
2,1043752,,1043310,0,
1,23722549,,,3,Objective-C
1,23482144,,,0,PHP
1,15767987,,,0,JavaScript
1,15840367,,,1,Java
1,17899061,,,0,Objective-C
1,27134232,,,0,Python
1,16229151,,,0,PHP
2,16229193,,16229151,1,
2,16229248,,16229151,0,
1,7773099,,,2,Perl
1,26732523,,,0,JavaScript
1,13953834,,,11,C++
2,13955032,,13953834,1,
1,23103183,,,2,MATLAB
1,27578335,,,0,CSS
2,27578620,,27578335,1,
1,5840553,,,8,C#
2,5841986,,5840553,5,
1,1789341,,,2,C++
2,1789607,,1789341,1,
2,1847133,,1789341,3,
1,20175412,,,7,Java
1,26871079,,,3,C#
1,25505682,,,0,Java
1,12964813,,,0,JavaScript
